duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:13:51,50,nan,2.8231508336654714,4.0
0:27:32,100,nan,1.5742144189734315,4.0
0:41:12,150,nan,1.494858239170446,4.0
0:54:51,200,nan,0.0,4.0
1:08:31,250,nan,1.4663848647710573,4.0
1:22:10,300,nan,3.7187640235927732,4.0
1:35:49,350,nan,3.041383343838988,4.0
1:49:29,400,nan,3.2231669610012426,4.0
2:03:08,450,nan,2.845659330270448,4.0
2:16:49,500,nan,1.6922510434587874,4.0
2:30:29,550,nan,2.522807177738393,4.0
2:44:09,600,nan,2.7215429201772956,4.0
2:57:49,650,nan,2.6583867488413686,4.0
3:11:29,700,nan,2.7215430237211695,4.0
3:25:09,750,nan,2.6517271693151026,4.0
3:38:49,800,nan,2.565823030281259,4.0
3:52:29,850,nan,0.0,4.0
4:06:08,900,nan,2.530093145926107,4.0
4:19:48,950,nan,2.4566813422306244,4.0
4:33:29,1000,nan,3.897414092517746,4.0
